DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/29/2016,17:46,QUEENS,11412,40.690918,-73.7623,"(40.690918, -73.7623)",FARMERS BOULEVARD               ,117 ROAD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529849,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,17:45,,,40.812107,-73.95371,"(40.812107, -73.95371)",WEST 126 STREET                 ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3535466,PASSENGER VEHICLE,,,,
09/29/2016,17:45,BROOKLYN,11249,40.71849,-73.96371,"(40.71849, -73.96371)",,,184       KENT AVENUE                   ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3530037,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,17:45,BROOKLYN,11222,40.72416,-73.944275,"(40.72416, -73.944275)",,,101       RUSSELL STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530033,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,17:42,,,40.689877,-73.986404,"(40.689877, -73.986404)",LIVINGSTON STREET               ,,,0,0,0,0,0,0,0,0,Failure to Keep Right,Passing Too Closely,,,,3529805,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,17:40,BROOKLYN,11209,40.627106,-74.02958,"(40.627106, -74.02958)",81 STREET                       ,3 AVENUE,,1,0,1,0,0,0,0,0,Passing Too Closely,,,,,3530548,PASSENGER VEHICLE,,,,
09/29/2016,17:40,,,40.752853,-73.99299,"(40.752853, -73.99299)",WEST 35 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531004,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,17:35,QUEENS,11372,40.75314,-73.87262,"(40.75314, -73.87262)",95 STREET                       ,35 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529779,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,17:30,,,40.7601,-73.98482,"(40.7601, -73.98482)",WEST 48 STREET                  ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530061,PASSENGER VEHICLE,,,,
09/29/2016,17:30,,,40.86967,-73.87948,"(40.86967, -73.87948)",WEBSTER AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530637,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,17:30,,,40.60851,-73.958885,"(40.60851, -73.958885)",KINGS HIGHWAY                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3531773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,17:30,,,40.74693,-73.84866,"(40.74693, -73.84866)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529993,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,17:30,STATEN ISLAND,10305,40.59589,-74.085884,"(40.59589, -74.085884)",HYLAN BOULEVARD                 ,QUINTARD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529877,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,17:30,MANHATTAN,10036,40.759064,-73.99008,"(40.759064, -73.99008)",,,341       WEST 44 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530897,Box Truck,Tractor Truck Diesel,,,
09/29/2016,17:30,BROOKLYN,11216,40.678825,-73.94965,"(40.678825, -73.94965)",,,545       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3530044,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/29/2016,17:25,QUEENS,11412,40.691444,-73.75211,"(40.691444, -73.75211)",119 AVENUE                      ,199 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3533579,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,17:25,BROOKLYN,11231,40.681057,-74.00856,"(40.681057, -74.00856)",VAN BRUNT STREET                ,COMMERCE STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3532012,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,17:25,BRONX,10455,40.81304,-73.908165,"(40.81304, -73.908165)",EAST 149 STREET                 ,CONCORD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3531453,PASSENGER VEHICLE,,,,
09/29/2016,17:20,QUEENS,11420,40.671043,-73.823654,"(40.671043, -73.823654)",135 AVENUE                      ,116 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529923,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,17:20,BRONX,10469,40.869343,-73.84745,"(40.869343, -73.84745)",SEXTON PLACE                    ,ADEE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530079,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,17:15,BROOKLYN,11210,40.62709,-73.94403,"(40.62709, -73.94403)",AVENUE J                        ,NEW YORK AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3530244,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,17:01,BROOKLYN,11226,40.649082,-73.96399,"(40.649082, -73.96399)",CHURCH AVENUE                   ,EAST 17 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3531251,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,17:00,BROOKLYN,11231,40.682957,-73.99788,"(40.682957, -73.99788)",UNION STREET                    ,CLINTON STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3532014,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,17:00,BRONX,10472,40.834183,-73.87857,"(40.834183, -73.87857)",EAST 174 STREET                 ,WARD AVENUE,,1,0,1,0,0,0,0,0,,,,,,3531603,,,,,
09/29/2016,17:00,,,,,,,,164-53    107 AVENUE                    ,0,0,0,0,0,0,0,0,Unsafe Speed,Driver Inexperience,,,,3530399,PICK-UP TRUCK,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
09/29/2016,17:00,,,40.68594,-73.84686,"(40.68594, -73.84686)",WOODHAVEN BOULEVARD             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529954,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,17:00,,,40.602123,-74.18793,"(40.602123, -74.18793)",WEST SHORE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3531621,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,17:00,,,40.589188,-74.19491,"(40.589188, -74.19491)",VICTORY BOULEVARD               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529817,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,17:00,,,40.844883,-73.907295,"(40.844883, -73.907295)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529828,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,17:00,,,40.66496,-73.82226,"(40.66496, -73.82226)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3529922,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,17:00,,,40.608253,-73.897835,"(40.608253, -73.897835)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530107,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,17:00,STATEN ISLAND,10304,40.59102,-74.100914,"(40.59102, -74.100914)",RICHMOND ROAD                   ,FOUR CORNERS ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529874,PASSENGER VEHICLE,,,,
09/29/2016,17:00,QUEENS,11355,40.75814,-73.816536,"(40.75814, -73.816536)",BEECH AVENUE                    ,147 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529899,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,17:00,MANHATTAN,10019,40.76294,-73.976036,"(40.76294, -73.976036)",,,48        WEST 56 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3546157,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,17:00,MANHATTAN,10019,40.76294,-73.976036,"(40.76294, -73.976036)",,,48        WEST 56 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3537118,PASSENGER VEHICLE,,,,
09/29/2016,17:00,BRONX,10469,40.8733,-73.853645,"(40.8733, -73.853645)",EAST GUN HILL ROAD              ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3530187,SPORT UTILITY / STATION WAGON,BUS,,,
09/29/2016,16:57,,,40.66701,-73.947464,"(40.66701, -73.947464)",CARROLL STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531545,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:55,QUEENS,11101,40.746033,-73.93441,"(40.746033, -73.93441)",SKILLMAN AVENUE                 ,QUEENS BOULEVARD,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3529832,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,16:55,BROOKLYN,11218,40.643574,-73.97166,"(40.643574, -73.97166)",BEVERLEY ROAD                   ,EAST 8 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530181,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,16:50,,,40.67509,-73.89187,"(40.67509, -73.89187)",LIBERTY AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3530001,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:50,QUEENS,11379,40.712452,-73.882065,"(40.712452, -73.882065)",METROPOLITAN AVENUE             ,PLEASANTVIEW STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3530005,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,16:50,BROOKLYN,11216,40.670006,-73.95328,"(40.670006, -73.95328)",EASTERN PARKWAY                 ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3530486,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:50,BROOKLYN,11203,40.644634,-73.943115,"(40.644634, -73.943115)",BROOKLYN AVENUE                 ,CORTELYOU ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3533458,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:50,BRONX,10454,40.800446,-73.910866,"(40.800446, -73.910866)",WALNUT AVENUE                   ,EAST 134 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3530097,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,16:48,STATEN ISLAND,10308,40.54954,-74.150734,"(40.54954, -74.150734)",,,23        NELSON AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3529872,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,16:47,,,40.66517,-73.804054,"(40.66517, -73.804054)",NASSAU EXPRESSWAY               ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3529921,PASSENGER VEHICLE,,,,
09/29/2016,16:46,QUEENS,11101,40.73687,-73.928505,"(40.73687, -73.928505)",HUNTERS POINT AVENUE            ,38 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530686,PASSENGER VEHICLE,,,,
09/29/2016,16:45,,,40.657078,-73.88917,"(40.657078, -73.88917)",STANLEY AVENUE                  ,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3530116,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,16:45,QUEENS,11367,40.717674,-73.81713,"(40.717674, -73.81713)",MAIN STREET                     ,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529785,Tanker,Box Truck,,,
09/29/2016,16:45,BROOKLYN,11217,40.68354,-73.98438,"(40.68354, -73.98438)",WYCKOFF STREET                  ,NEVINS STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529862,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,16:40,,,40.687195,-73.99582,"(40.687195, -73.99582)",CLINTON STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3532011,PASSENGER VEHICLE,,,,
09/29/2016,16:40,BROOKLYN,11230,,,,OCEAN PARKWAY                   ,18 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3532469,Bus,,,,
09/29/2016,16:39,MANHATTAN,10022,40.755505,-73.96807,"(40.755505, -73.96807)",EAST 51 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529965,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:36,,,40.662563,-73.89146,"(40.662563, -73.89146)",NEW LOTS AVENUE                 ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3530002,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,16:35,BRONX,10475,,,,,,290       BAYCHESTER AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543477,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,16:34,BROOKLYN,11238,40.6792,-73.9553,"(40.6792, -73.9553)",FRANKLIN AVENUE                 ,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3535527,MOTORCYCLE,,,,
09/29/2016,16:30,QUEENS,11361,40.75904,-73.77423,"(40.75904, -73.77423)",OCEANIA STREET                  ,NORTHERN BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529830,SPORT UTILITY / STATION WAGON,BICYCLE,,,
09/29/2016,16:30,,,40.74121,-73.84277,"(40.74121, -73.84277)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3529992,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,6:00,,,40.72972,-73.74997,"(40.72972, -73.74997)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529564,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,6:00,,,40.72707,-73.75457,"(40.72707, -73.75457)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3529565,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,6:00,,,40.71196,-73.9407,"(40.71196, -73.9407)",BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3529979,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,6:00,,,40.688652,-73.84709,"(40.688652, -73.84709)",ATLANTIC AVENUE                 ,96 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529492,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,6:00,,,40.64902,-74.00625,"(40.64902, -74.00625)",43 STREET                       ,,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,3529894,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,6:00,QUEENS,11354,40.763588,-73.83603,"(40.763588, -73.83603)",COLLEGE POINT BOULEVARD         ,35 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529493,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,5:50,,,40.770554,-73.83551,"(40.770554, -73.83551)",ULMER STREET                    ,WHITESTONE EXPRESSWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529556,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:30,,,40.6996,-73.81061,"(40.6996, -73.81061)",ARCHER AVENUE                   ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3529836,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:30,,,40.765324,-73.816185,"(40.765324, -73.816185)",149 PLACE                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3529772,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:30,BROOKLYN,11213,40.66955,-73.94497,"(40.66955, -73.94497)",EASTERN PARKWAY                 ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,,,,3533793,PASSENGER VEHICLE,,,,
09/29/2016,16:25,,,40.705936,-74.0063,"(40.705936, -74.0063)",WATER STREET                    ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3529918,PASSENGER VEHICLE,,,,
09/29/2016,16:25,,,,,,390 tompkins avenue             ,jefferson avenue,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3530252,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:25,,,40.680016,-73.87743,"(40.680016, -73.87743)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530034,PICK-UP TRUCK,PASSENGER VEHICLE,,,
09/29/2016,16:25,BROOKLYN,11229,40.6104,-73.9586,"(40.6104, -73.9586)",AVENUE P                        ,EAST 15 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3531258,PASSENGER VEHICLE,,,,
09/29/2016,16:20,,,40.732937,-73.843636,"(40.732937, -73.843636)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529870,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,16:18,BROOKLYN,11201,40.692158,-73.98529,"(40.692158, -73.98529)",BRIDGE STREET                   ,WILLOUGHBY STREET,,1,0,0,0,0,0,1,0,Illnes,Unspecified,,,,3530814,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:18,,,40.6104,-73.9586,"(40.6104, -73.9586)",AVENUE P                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3531729,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:15,BRONX,10475,40.869335,-73.8255,"(40.869335, -73.8255)",,,2100      BARTOW AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530251,PASSENGER VEHICLE,,,,
09/29/2016,16:10,MANHATTAN,10027,40.80849,-73.947174,"(40.80849, -73.947174)",,,163       WEST 125 STREET               ,1,0,1,0,0,0,0,0,Unspecified,,,,,3530311,PASSENGER VEHICLE,,,,
09/29/2016,16:10,QUEENS,11379,40.713963,-73.8851,"(40.713963, -73.8851)",70 STREET                       ,66 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529999,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:10,BROOKLYN,11219,40.625122,-73.997314,"(40.625122, -73.997314)",,,6310      NEW UTRECHT AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531044,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:05,MANHATTAN,10033,40.848118,-73.93089,"(40.848118, -73.93089)",AMSTERDAM AVENUE                ,WEST 181 STREET,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,3532121,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:00,,,40.66573,-73.97592,"(40.66573, -73.97592)",PROSPECT PARK WEST              ,,,1,0,0,0,1,0,0,0,Pavement Defective,,,,,3530018,BICYCLE,,,,
09/29/2016,16:00,,,40.57257,-74.169876,"(40.57257, -74.169876)",,,2975      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529820,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:00,,,40.68581,-73.807076,"(40.68581, -73.807076)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3531833,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:00,,,40.604313,-74.05208,"(40.604313, -74.05208)",STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530494,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:00,,,40.65605,-73.92361,"(40.65605, -73.92361)",LENOX ROAD                      ,REMSEN AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3533452,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,16:00,QUEENS,11377,40.74437,-73.90554,"(40.74437, -73.90554)",,,59-23     41 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3529942,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,16:00,MANHATTAN,10040,40.86118,-73.925865,"(40.86118, -73.925865)",,,167       NAGLE AVENUE                  ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3532112,PASSENGER VEHICLE,,,,
09/29/2016,16:00,BROOKLYN,11232,40.66306,-73.994774,"(40.66306, -73.994774)",,,176       20 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529893,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,16:00,BROOKLYN,11232,40.65433,-74.00742,"(40.65433, -74.00742)",3 AVENUE                        ,38 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529892,PASSENGER VEHICLE,,,,
09/29/2016,16:00,BROOKLYN,11230,40.634064,-73.96311,"(40.634064, -73.96311)",FOSTER AVENUE                   ,MARLBOROUGH ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530927,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,16:00,BROOKLYN,11222,40.72683,-73.938034,"(40.72683, -73.938034)",,,77        APOLLO STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530038,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,16:00,BROOKLYN,11207,40.669518,-73.89424,"(40.669518, -73.89424)",SUTTER AVENUE                   ,NEW JERSEY AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529989,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,15:59,,,40.69513,-73.98998,"(40.69513, -73.98998)",JOHNSON STREET                  ,,,0,0,0,0,0,0,0,0,Other Vehicular,Aggressive Driving/Road Rage,Unspecified,,,3529765,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,15:55,MANHATTAN,10033,,,,ST. NICHOLAS AVENUE             ,west 182 street,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3532104,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/29/2016,15:54,BRONX,10451,40.817,-73.930016,"(40.817, -73.930016)",EAST 144 STREET                 ,GERARD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3530098,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,15:53,,,40.69832,-73.962265,"(40.69832, -73.962265)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3529804,PASSENGER VEHICLE,TAXI,,,
09/29/2016,15:52,,,,,,HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3538516,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,15:52,MANHATTAN,10065,40.763664,-73.95609,"(40.763664, -73.95609)",YORK AVENUE                     ,EAST 67 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3529789,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,15:50,STATEN ISLAND,10302,40.629536,-74.13027,"(40.629536, -74.13027)",,,307       JEWETT AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3532412,VAN,,,,
09/29/2016,15:50,QUEENS,11372,40.75491,-73.89164,"(40.75491, -73.89164)",,,75-15     NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3529778,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,15:50,MANHATTAN,10022,40.76025,-73.969635,"(40.76025, -73.969635)",EAST 56 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3546150,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,15:45,,,40.760418,-73.97584,"(40.760418, -73.97584)",WEST 53 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530070,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,15:45,,,40.71036,-73.81924,"(40.71036, -73.81924)",MAIN STREET                     ,139 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529784,SPORT UTILITY / STATION WAGON,TAXI,,,
09/29/2016,15:45,,,40.70753,-73.96443,"(40.70753, -73.96443)",DIVISION AVENUE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3530010,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
