DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/29/2016,7:30,BROOKLYN,11207,40.67179,-73.896515,"(40.67179, -73.896515)",,,2060      PITKIN AVENUE                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Passing Too Closely,Unspecified,,,3529340,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,7:30,BRONX,10462,40.855213,-73.86481,"(40.855213, -73.86481)",,,2157      WALLACE AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3530059,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,7:30,BRONX,10459,40.821735,-73.90079,"(40.821735, -73.90079)",,,919       PROSPECT AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3529558,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,7:00,BRONX,10455,40.817158,-73.90154,"(40.817158, -73.90154)",EAST 156 STREET                 ,HEWITT PLACE,,1,0,1,0,0,0,0,0,,,,,,3530820,,,,,
09/29/2016,7:00,,,40.637054,-74.150375,"(40.637054, -74.150375)",RICHMOND TERRACE                ,LAKE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529946,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,7:00,QUEENS,11434,40.68136,-73.79176,"(40.68136, -73.79176)",,,150-24    116 DRIVE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3529850,PASSENGER VEHICLE,,,,
09/29/2016,7:00,QUEENS,11423,40.73152,-73.77154,"(40.73152, -73.77154)",UNION TURNPIKE                  ,199 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529299,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,7:00,MANHATTAN,10036,40.755222,-73.98098,"(40.755222, -73.98098)",,,25        WEST 44 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530901,TAXI,TAXI,,,
09/29/2016,6:57,,,40.66584,-73.75551,"(40.66584, -73.75551)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529495,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,TAXI,
09/29/2016,6:51,BROOKLYN,11213,40.669975,-73.928246,"(40.669975, -73.928246)",,,256       ROCHESTER AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529937,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,6:50,QUEENS,11106,40.76705,-73.93302,"(40.76705, -73.93302)",,,31-50     14 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3530314,PASSENGER VEHICLE,,,,
09/29/2016,6:48,,,40.80543,-73.92087,"(40.80543, -73.92087)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530092,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,6:48,MANHATTAN,10024,40.788357,-73.97453,"(40.788357, -73.97453)",WEST 87 STREET                  ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3530050,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,6:45,,,40.680305,-73.844536,"(40.680305, -73.844536)",CROSS BAY BOULEVARD             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3530040,PASSENGER VEHICLE,TAXI,,,
09/29/2016,6:45,MANHATTAN,10036,40.758892,-73.99229,"(40.758892, -73.99229)",,,596       9 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530899,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,6:45,MANHATTAN,10035,40.79859,-73.933525,"(40.79859, -73.933525)",EAST 120 STREET                 ,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529553,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,6:45,BRONX,10456,40.82748,-73.910866,"(40.82748, -73.910866)",,,422       EAST 165 STREET               ,0,0,0,0,0,0,0,0,Failure to Keep Right,,,,,3532151,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,6:38,,,40.826305,-73.87298,"(40.826305, -73.87298)",BRONX RIVER PARKWAY RAMP        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3529337,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,6:35,,,40.689808,-73.80931,"(40.689808, -73.80931)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530345,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE
09/29/2016,6:30,BROOKLYN,11207,40.65698,-73.88943,"(40.65698, -73.88943)",PENNSYLVANIA AVENUE             ,STANLEY AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3530031,3-Door,,,,
09/29/2016,6:30,BROOKLYN,11207,40.65414,-73.88732,"(40.65414, -73.88732)",PENNSYLVANIA AVENUE             ,COZINE AVENUE,,1,0,0,0,0,0,1,0,Physical Disability,Unspecified,Unspecified,Unspecified,,3529374,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
09/29/2016,6:30,,,40.634506,-73.949455,"(40.634506, -73.949455)",FLATBUSH AVENUE                 ,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3530928,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,6:20,QUEENS,11423,40.716297,-73.7559,"(40.716297, -73.7559)",93 AVENUE                       ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529496,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,6:12,,,40.89466,-73.86137,"(40.89466, -73.86137)",EAST 233 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529298,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,6:08,QUEENS,11692,40.59241,-73.789,"(40.59241, -73.789)",ROCKAWAY FREEWAY                ,BEACH 59 STREET,,0,1,0,1,0,0,0,0,Traffic Control Disregarded,,,,,3529590,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,6:00,,,40.692463,-73.81082,"(40.692463, -73.81082)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing or Lane Usage Improper,,,,3530387,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,5:45,MANHATTAN,10014,40.731285,-74.0103,"(40.731285, -74.0103)",WEST STREET                     ,MORTON STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,3530234,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,5:40,,,40.6848,-73.95641,"(40.6848, -73.95641)",FRANKLIN AVENUE                 ,,,0,1,0,0,0,0,0,1,Illnes,Unspecified,,,,3529595,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
09/29/2016,5:30,BROOKLYN,11214,40.59727,-73.99868,"(40.59727, -73.99868)",BAY PARKWAY                     ,CROPSEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529648,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,5:23,BROOKLYN,11201,40.69119,-73.9978,"(40.69119, -73.9978)",ATLANTIC AVENUE                 ,HICKS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529708,PASSENGER VEHICLE,,,,
09/29/2016,4:50,BRONX,10474,40.812916,-73.88122,"(40.812916, -73.88122)",RANDALL AVENUE                  ,HALLECK STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,View Obstructed/Limited,,,,3530835,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,4:40,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,3529118,PICK-UP TRUCK,,,,
09/29/2016,4:40,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3529119,PASSENGER VEHICLE,TAXI,,,
09/29/2016,4:25,,,40.76093,-73.96914,"(40.76093, -73.96914)",,,LEXINGTON AVENUE                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3529532,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,4:16,,,40.68212,-73.96046,"(40.68212, -73.96046)",FULTON STREET                   ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,3529328,PASSENGER VEHICLE,,,,
09/29/2016,4:15,,,40.69168,-73.999344,"(40.69168, -73.999344)",BROOKLYN QUEENS EXPRESSWAY      ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3529761,MOTORCYCLE,,,,
09/29/2016,4:00,,,40.676132,-73.888405,"(40.676132, -73.888405)",BARBEY STREET                   ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3529491,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,4:00,,,40.842422,-73.928185,"(40.842422, -73.928185)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529127,PASSENGER VEHICLE,,,,
09/29/2016,4:00,STATEN ISLAND,10305,40.60612,-74.07658,"(40.60612, -74.07658)",STATEN ISLAND EXPRESSWAY        ,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3529873,PASSENGER VEHICLE,,,,
09/29/2016,3:20,BRONX,10467,40.868958,-73.86726,"(40.868958, -73.86726)",,,2963      WHITE PLAINS ROAD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3529107,PASSENGER VEHICLE,,,,
09/29/2016,3:15,QUEENS,11368,40.751526,-73.859184,"(40.751526, -73.859184)",108 STREET                      ,39 AVENUE,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3529486,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,2:30,MANHATTAN,10036,40.7591,-73.99215,"(40.7591, -73.99215)",9 AVENUE                        ,WEST 43 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3539145,TAXI,TAXI,,,
09/29/2016,2:21,,,40.764347,-73.92347,"(40.764347, -73.92347)",31 STREET                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529487,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,2:20,BROOKLYN,11216,40.670006,-73.95328,"(40.670006, -73.95328)",EASTERN PARKWAY                 ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3529861,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,2:00,BROOKLYN,11231,40.68079,-73.99174,"(40.68079, -73.99174)",HOYT STREET                     ,UNION STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529709,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,23:40,,,40.714314,-73.97481,"(40.714314, -73.97481)",WILLIAMSBURG BRIDGE INNER ROADWA,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3530466,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
09/29/2016,23:40,QUEENS,11385,40.696934,-73.89261,"(40.696934, -73.89261)",78 AVENUE                       ,62 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3530022,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,23:30,MANHATTAN,10075,40.776318,-73.962135,"(40.776318, -73.962135)",MADISON AVENUE                  ,EAST 79 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3530006,TAXI,PASSENGER VEHICLE,,,
09/29/2016,23:30,QUEENS,11354,40.77292,-73.845505,"(40.77292, -73.845505)",COLLEGE POINT BOULEVARD         ,123 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3530713,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,23:25,,,40.7092,-73.9919,"(40.7092, -73.9919)",MANHATTAN BR UPPER              ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,,,,3530666,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,23:25,MANHATTAN,10011,40.7379,-73.99646,"(40.7379, -73.99646)",,,549       AVENUE OF THE AMERICAS        ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3530222,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,23:10,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3530687,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,23:10,MANHATTAN,10002,40.710464,-73.986626,"(40.710464, -73.986626)",SOUTH STREET                    ,CLINTON STREET,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530450,SPORT UTILITY / STATION WAGON,BICYCLE,SPORT UTILITY / STATION WAGON,BICYCLE,
09/29/2016,23:05,MANHATTAN,10016,40.743206,-73.979965,"(40.743206, -73.979965)",EAST 30 STREET                  ,3 AVENUE,,2,0,0,0,0,0,2,0,Pavement Slippery,Other Vehicular,,,,3530351,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,23:00,MANHATTAN,10036,40.75825,-73.98907,"(40.75825, -73.98907)",,,691       8 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530898,TAXI,TAXI,,,
09/29/2016,23:00,BROOKLYN,11214,40.60461,-73.99826,"(40.60461, -73.99826)",20 AVENUE                       ,86 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3531046,Tractor Truck Diesel,,,,
09/29/2016,23:00,BROOKLYN,11210,40.632015,-73.941765,"(40.632015, -73.941765)",AVENUE H                        ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3533423,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:58,,,40.767612,-73.950005,"(40.767612, -73.950005)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,3531941,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:50,,,40.622086,-74.02865,"(40.622086, -74.02865)",87 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530547,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:40,BROOKLYN,11230,40.62194,-73.96865,"(40.62194, -73.96865)",AVENUE K                        ,EAST 7 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531109,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,22:38,QUEENS,11367,40.72449,-73.820656,"(40.72449, -73.820656)",,,73-13     MAIN STREET                   ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3529927,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,22:38,BROOKLYN,11213,40.668495,-73.925606,"(40.668495, -73.925606)",EASTERN PARKWAY                 ,BUFFALO AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530490,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:35,BROOKLYN,11230,40.62418,-73.97048,"(40.62418, -73.97048)",OCEAN PARKWAY                   ,AVENUE J,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3530201,PASSENGER VEHICLE,BICYCLE,,,
09/29/2016,22:35,,,40.637196,-74.00779,"(40.637196, -74.00779)",57 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529897,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,22:35,BROOKLYN,11214,40.586014,-73.98616,"(40.586014, -73.98616)",,,2500      WEST 17 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3529970,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,22:33,BRONX,10459,40.820305,-73.89083,"(40.820305, -73.89083)",HUNTS POINT AVENUE              ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530839,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:30,,,40.67578,-74.0014,"(40.67578, -74.0014)",HAMILTON AVENUE                 ,,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3532015,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:30,,,40.709225,-73.843155,"(40.709225, -73.843155)",METROPOLITAN AVENUE             ,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530012,PASSENGER VEHICLE,TAXI,,,
09/29/2016,22:30,QUEENS,11427,40.72387,-73.75541,"(40.72387, -73.75541)",,,211-14    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529947,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,22:30,MANHATTAN,10024,40.782463,-73.97883,"(40.782463, -73.97883)",AMSTERDAM AVENUE                ,WEST 78 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530074,TAXI,BICYCLE,PICK-UP TRUCK,,
09/29/2016,22:30,MANHATTAN,10002,40.71944,-73.99118,"(40.71944, -73.99118)",,,55        DELANCEY STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530337,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,22:29,,,40.828316,-73.93118,"(40.828316, -73.93118)",MACOMBS DAM BRIDGE              ,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530161,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:25,,,40.667366,-73.77181,"(40.667366, -73.77181)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530455,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,22:15,MANHATTAN,10036,40.75658,-73.98616,"(40.75658, -73.98616)",WEST 43 STREET                  ,BROADWAY,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3530900,TAXI,TAXI,TAXI,TAXI,
09/29/2016,22:10,BROOKLYN,11224,40.573135,-73.99309,"(40.573135, -73.99309)",,,2720      SURF AVENUE                   ,1,0,1,0,0,0,0,0,Unspecified,,,,,3529973,PASSENGER VEHICLE,,,,
09/29/2016,22:00,QUEENS,11237,40.69242,-73.9028,"(40.69242, -73.9028)",COOPER AVENUE                   ,IRVING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531951,PASSENGER VEHICLE,,,,
09/29/2016,22:00,BROOKLYN,11203,40.65737,-73.92999,"(40.65737, -73.92999)",,,196       EAST 51 STREET                ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3533446,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,22:00,BRONX,10452,40.83543,-73.92341,"(40.83543, -73.92341)",JEROME AVENUE                   ,SHAKESPEARE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530153,PASSENGER VEHICLE,,,,
09/29/2016,21:55,,,40.88372,-73.87837,"(40.88372, -73.87837)",EAST 212 STREET                 ,,,1,0,1,0,0,0,0,0,,,,,,3530642,,,,,
09/29/2016,21:50,,,40.667366,-73.77181,"(40.667366, -73.77181)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530456,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,21:45,,,40.58828,-73.9515,"(40.58828, -73.9515)",AVENUE Z                        ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3531732,PASSENGER VEHICLE,,,,
09/29/2016,21:45,QUEENS,11365,40.762215,-73.78482,"(40.762215, -73.78482)",,,175-25    HARDING EXPRESSWAY            ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3530170,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,21:45,,,40.67562,-73.88826,"(40.67562, -73.88826)",BARBEY STREET                   ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3530011,TAXI,,,,
09/29/2016,21:40,,,40.84487,-73.92068,"(40.84487, -73.92068)",CROSS BRONX EXPY                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3530304,PICK-UP TRUCK,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
09/29/2016,21:40,QUEENS,11412,40.7054,-73.77293,"(40.7054, -73.77293)",104 AVENUE                      ,184 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,,,,3532258,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,21:30,QUEENS,11102,40.770306,-73.91901,"(40.770306, -73.91901)",ASTORIA BOULEVARD               ,30 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3529866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,21:30,QUEENS,11001,40.727287,-73.71015,"(40.727287, -73.71015)",,,255-037   JAMAICA AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529948,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,21:23,STATEN ISLAND,10308,40.552944,-74.151054,"(40.552944, -74.151054)",,,75        GIFFORDS LANE                 ,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,3535103,PASSENGER VEHICLE,,,,
09/29/2016,21:21,,,40.811203,-73.96158,"(40.811203, -73.96158)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3555329,TAXI,TAXI,,,
09/29/2016,21:20,,,40.84554,-73.93278,"(40.84554, -73.93278)",AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3530254,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,21:20,BROOKLYN,11226,40.64333,-73.95973,"(40.64333, -73.95973)",OCEAN AVENUE                    ,CORTELYOU ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3533833,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,21:10,BROOKLYN,11236,40.631878,-73.90926,"(40.631878, -73.90926)",,,1118      EAST 80 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529996,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,21:05,,,40.77929,-73.98114,"(40.77929, -73.98114)",WEST 73 STREET                  ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3530075,PASSENGER VEHICLE,,,,
09/29/2016,21:00,,,40.705833,-73.81812,"(40.705833, -73.81812)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529969,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,21:00,,,40.650597,-73.97209,"(40.650597, -73.97209)",CONEY ISLAND AVENUE             ,PARK CIRCLE,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3529895,PASSENGER VEHICLE,,,,
09/29/2016,21:00,,,40.87716,-73.90603,"(40.87716, -73.90603)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531168,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
09/29/2016,21:00,QUEENS,11434,40.678364,-73.77949,"(40.678364, -73.77949)",BAISLEY BOULEVARD               ,BREWER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530330,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
09/29/2016,21:00,MANHATTAN,10280,40.706177,-74.01794,"(40.706177, -74.01794)",BATTERY PLACE                   ,1 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529924,TAXI,PASSENGER VEHICLE,,,
09/29/2016,21:00,BRONX,10469,40.87167,-73.8486,"(40.87167, -73.8486)",EAST GUN HILL ROAD              ,BURKE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530190,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,20:55,QUEENS,11102,40.767735,-73.9185,"(40.767735, -73.9185)",33 STREET                       ,28 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530385,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,20:50,MANHATTAN,10019,40.767803,-73.987526,"(40.767803, -73.987526)",,,445       WEST 56 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3530054,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
09/29/2016,20:50,BROOKLYN,11201,40.69349,-73.97917,"(40.69349, -73.97917)",NAVY STREET                     ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529831,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,20:46,,,40.70421,-73.94805,"(40.70421, -73.94805)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3533978,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
